DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2026
"Município infecção";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Total"
"500350 DOURADINA";-;-;1;-;-;-;1;1;-;-;-;-;-;3
"500370 DOURADOS";-;4;1;-;2;3;2;-;2;2;1;-;-;17
"500375 ELDORADO";-;1;-;-;-;-;-;-;-;-;-;1;-;2
"500380 FATIMA DO SUL";2;1;-;2;2;1;-;3;4;3;1;-;-;19
"500390 FIGUEIRAO";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"500410 GUIA LOPES DA LAGUNA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"500440 INOCENCIA";1;-;1;1;-;-;-;-;-;-;-;-;-;3
"500450 ITAPORA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"500460 ITAQUIRAI";-;-;-;-;-;-;-;-;-;-;2;5;-;7
"500480 JAPORA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"500490 JARAGUARI";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"500500 JARDIM";2;3;-;4;2;-;-;-;-;-;-;-;-;11
"500520 LADARIO";-;-;-;-;-;1;1;6;3;10;-;-;-;21
"500525 LAGUNA CARAPA";-;-;1;1;1;3;1;1;4;2;3;1;-;18
"500580 NIOAQUE";-;-;-;-;-;-;-;-;-;1;-;5;3;9
"500627 PARAISO DAS AGUAS";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"500635 PARANHOS";-;-;-;1;-;-;-;-;2;2;4;2;-;11
"500640 PEDRO GOMES";-;-;-;-;-;-;-;-;1;2;2;-;-;5
"500660 PONTA PORA";-;-;-;-;1;-;1;-;-;1;-;-;-;3
"500710 RIBAS DO RIO PARDO";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"500730 RIO NEGRO";-;-;-;-;1;-;-;-;-;-;1;-;-;2
"500740 RIO VERDE DE MATO GROSSO";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"500750 ROCHEDO";-;1;-;-;-;2;-;-;-;1;3;3;-;10
"500769 SAO GABRIEL DO OESTE";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"500770 SETE QUEDAS";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"500790 SIDROLANDIA";1;-;1;1;-;-;-;4;14;12;15;9;-;57
"500793 SONORA";1;-;-;-;-;-;-;-;-;1;3;1;-;6
"500797 TAQUARUSSU";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"500800 TERENOS";1;-;-;-;-;-;-;-;-;-;1;1;-;3
"500830 TRES LAGOAS";6;1;-;-;2;1;1;-;-;-;1;1;-;13
"500840 VICENTINA";1;-;3;-;1;2;-;-;1;2;2;7;2;21
"510020 AGUA BOA";-;2;2;3;2;3;3;3;1;-;-;-;-;19
"510025 ALTA FLORESTA";4;4;4;4;4;3;2;4;6;9;6;10;2;62
"510030 ALTO ARAGUAIA";-;-;-;-;-;-;1;-;6;-;10;9;-;26
"510035 ALTO BOA VISTA";-;5;2;2;5;4;3;1;-;-;-;-;-;22
"510050 ALTO PARAGUAI";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"510060 ALTO TAQUARI";-;-;-;-;1;1;1;-;-;2;2;-;-;7
"510100 ARAGUAIANA";-;1;-;1;3;5;2;2;4;1;2;2;-;23
"510120 ARAGUAINHA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"510125 ARAPUTANGA";13;5;1;1;-;-;-;-;1;-;-;-;-;21
"510130 ARENAPOLIS";1;1;2;-;1;1;5;1;6;7;-;-;-;25
"510140 ARIPUANA";1;1;-;1;-;1;-;-;-;-;-;-;-;4
"510170 BARRA DO BUGRES";-;-;-;-;1;1;1;2;2;4;5;3;1;20
"510180 BARRA DO GARCAS";3;4;3;13;53;38;28;53;45;36;45;29;2;352
"510183 BOA ESPERANCA DO NORTE";-;1;-;-;-;-;2;-;-;-;-;-;-;3
"510185 BOM JESUS DO ARAGUAIA";-;2;1;-;1;-;1;-;-;-;-;-;-;5
"510190 BRASNORTE";4;-;5;3;1;2;1;2;1;2;1;2;-;24
"510250 CACERES";9;11;9;18;7;11;13;11;9;19;32;32;2;183
"510260 CAMPINAPOLIS";1;-;-;-;2;6;1;3;9;8;1;1;-;32
"510263 CAMPO NOVO DO PARECIS";5;1;2;1;1;2;2;-;-;-;1;1;-;16
"510267 CAMPO VERDE";1;-;5;-;1;3;2;2;7;1;3;-;1;26
"510268 CAMPOS DE JULIO";3;7;7;6;8;2;1;-;1;1;-;-;-;36
"510269 CANABRAVA DO NORTE";-;1;-;-;-;1;1;-;-;1;-;-;-;4
"510270 CANARANA";1;10;10;11;19;23;19;26;14;24;26;19;2;204
"510279 CARLINDA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"510300 CHAPADA DOS GUIMARAES";-;-;1;-;1;-;-;1;1;-;-;-;-;4
"510305 CLAUDIA";3;-;2;6;2;4;-;1;1;15;4;2;-;40
"510310 COCALINHO";-;-;1;-;-;-;-;-;-;1;-;-;-;2
"510320 COLIDER";3;2;3;2;4;-;3;1;3;3;5;7;-;36
"510325 COLNIZA";7;11;7;3;11;2;4;4;2;3;2;-;-;56
"510330 COMODORO";-;4;-;1;-;-;1;-;-;-;-;-;-;6
"510335 CONFRESA";3;2;1;1;-;-;1;-;1;3;3;1;-;16
"510337 COTRIGUACU";-;-;2;4;4;1;1;3;1;-;-;-;-;16
"510340 CUIABA";12;11;8;15;18;15;10;21;23;19;12;4;-;168
"510350 DIAMANTINO";2;1;-;4;1;4;4;2;1;4;1;3;-;27
"510360 DOM AQUINO";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"510380 FIGUEIROPOLIS D'OESTE";-;-;-;-;-;-;-;-;-;-;2;1;-;3
"510385 GAUCHA DO NORTE";-;1;-;-;-;-;-;-;-;-;-;1;-;2
"510390 GENERAL CARNEIRO";-;3;-;-;-;-;-;1;1;-;1;-;-;6
"510395 GLORIA D'OESTE";-;-;1;1;3;1;1;1;-;1;-;2;-;11
"510410 GUARANTA DO NORTE";2;2;-;3;1;-;4;4;5;10;1;2;-;34
"510452 IPIRANGA DO NORTE";-;-;1;1;3;5;2;2;2;7;3;-;-;26
"510454 ITANHANGA";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"510460 ITIQUIRA";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"510480 JACIARA";-;1;-;-;-;-;-;1;-;-;-;-;-;2
"510500 JAURU";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"510510 JUARA";5;13;12;15;15;19;4;11;6;8;4;3;2;117
"510515 JUINA";8;4;18;7;10;4;7;5;11;13;5;-;-;92
"510517 JURUENA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"510520 JUSCIMEIRA";2;-;-;-;-;-;-;1;-;-;-;-;-;3
"510525 LUCAS DO RIO VERDE";2;3;3;1;5;4;5;2;7;12;8;2;7;61
"510550 VILA BELA DA SANTISSIMA TRINDADE";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"510558 MARCELANDIA";1;1;4;2;-;1;-;2;-;-;2;1;-;14
"510560 MATUPA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"510562 MIRASSOL D'OESTE";1;1;-;1;2;5;2;2;-;4;4;1;-;23
"510590 NOBRES";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"510610 NOSSA SENHORA DO LIVRAMENTO";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"510615 NOVA BANDEIRANTES";-;4;-;-;-;-;-;-;1;-;-;-;-;5
"510617 NOVA NAZARE";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"510618 NOVA LACERDA";-;-;-;-;-;-;-;1;-;-;1;-;-;2
"510619 NOVA SANTA HELENA";-;1;1;1;-;-;-;1;-;3;-;-;-;7
"510621 NOVA CANAA DO NORTE";-;-;-;1;-;-;-;1;-;-;-;-;-;2
"510622 NOVA MUTUM";2;2;3;-;1;2;2;1;2;3;2;1;1;22
"510623 NOVA OLIMPIA";1;3;3;3;8;5;10;6;8;8;3;5;-;63
"510624 NOVA UBIRATA";-;-;-;-;-;1;-;-;1;1;2;4;1;10
"510625 NOVA XAVANTINA";8;6;26;18;30;22;47;43;39;32;16;-;-;287
"510626 NOVO MUNDO";-;1;-;-;-;1;-;-;-;-;2;-;-;4
"510627 NOVO HORIZONTE DO NORTE";-;-;1;-;-;-;-;-;-;-;2;-;-;3
"510628 NOVO SAO JOAQUIM";-;-;-;-;-;-;1;1;-;1;-;1;-;4
"510629 PARANAITA";1;1;2;-;-;-;-;-;-;-;-;-;-;4
"510630 PARANATINGA";1;-;1;1;-;-;-;2;-;-;-;-;-;5
"510631 NOVO SANTO ANTONIO";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"510637 PEDRA PRETA";2;-;-;-;-;-;-;-;-;-;-;-;-;2
"510645 PLANALTO DA SERRA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"510650 POCONE";-;-;1;-;-;-;-;-;1;1;-;-;-;3
"510665 PONTAL DO ARAGUAIA";1;-;-;-;-;1;5;2;1;-;1;2;-;13
"510670 PONTE BRANCA";-;1;-;-;2;-;-;-;1;-;-;-;-;4
"510675 PONTES E LACERDA";3;1;3;1;1;2;1;1;1;3;11;7;1;36
"510677 PORTO ALEGRE DO NORTE";1;2;-;-;1;-;1;-;1;-;1;-;-;7
"510680 PORTO DOS GAUCHOS";34;29;21;17;12;5;4;1;1;-;-;-;-;124
"510682 PORTO ESPERIDIAO";-;-;2;2;-;-;-;-;2;-;-;1;-;7
"510685 PORTO ESTRELA";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"510700 POXOREO";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"510704 PRIMAVERA DO LESTE";-;-;2;1;1;2;1;3;1;1;2;-;1;15
"510706 QUERENCIA";-;1;-;2;2;2;-;-;1;-;-;-;-;8
"510710 SAO JOSE DOS QUATRO MARCOS";7;6;4;5;6;1;5;1;4;3;5;-;-;47
"510715 RESERVA DO CABACAL";8;3;3;4;2;1;-;-;-;-;-;-;-;21
"510719 RIBEIRAOZINHO";1;-;-;1;1;-;1;4;-;2;7;2;-;19
"510720 RIO BRANCO";-;1;1;-;-;-;-;-;3;-;-;-;-;5
"510724 SANTA CARMEM";2;1;-;2;-;1;1;11;12;8;2;2;-;42
"510726 SANTO AFONSO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"510730 SAO JOSE DO RIO CLARO";-;-;-;-;-;-;-;1;-;-;3;2;-;6
"510760 RONDONOPOLIS";4;1;-;3;-;2;1;1;3;-;-;1;-;16
"510770 ROSARIO OESTE";2;1;2;1;-;-;-;-;-;-;-;-;-;6
"510775 SALTO DO CEU";-;-;-;-;-;-;-;-;-;1;1;-;-;2
"510776 SANTA RITA DO TRIVELATO";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"510780 SANTO ANTONIO DO LEVERGER";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"510785 SAO FELIX DO ARAGUAIA";1;1;2;-;-;-;4;5;5;3;8;2;-;31
"510787 SAPEZAL";2;1;-;2;1;6;5;2;3;1;1;2;-;26
"510788 SERRA NOVA DOURADA";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"510790 SINOP";2;6;7;4;19;18;16;9;10;11;7;3;1;113
"510792 SORRISO";1;2;4;5;1;2;1;1;2;-;1;-;-;20
"510794 TABAPORA";-;1;-;-;-;1;1;1;6;2;4;4;-;20
"510795 TANGARA DA SERRA";27;37;47;52;56;32;31;39;48;45;48;40;15;517
"510800 TAPURAH";-;-;-;-;3;1;1;-;-;-;-;1;-;6
"510805 TERRA NOVA DO NORTE";1;2;2;2;3;-;-;-;-;-;-;-;-;10
"510820 TORIXOREU";1;1;1;2;-;4;-;-;2;-;-;1;-;12
"510830 UNIAO DO SUL";-;1;-;-;-;-;1;-;1;-;-;-;-;3
"510835 VALE DE SAO DOMINGOS";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"510840 VARZEA GRANDE";6;6;7;5;5;19;19;26;24;60;54;48;32;311
"510850 VERA";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"510885 NOVA MARILANDIA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"510890 NOVA MARINGA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"520005 ABADIA DE GOIAS";-;-;3;1;1;1;1;1;1;-;-;-;-;9
"520010 ABADIANIA";-;2;-;1;-;-;-;1;-;-;-;-;-;4
"520013 ACREUNA";-;-;1;1;-;-;2;3;2;5;3;3;-;20
"520020 AGUA LIMPA";-;-;-;1;-;-;1;1;3;4;1;-;-;11
"520025 AGUAS LINDAS DE GOIAS";2;-;1;21;4;8;4;1;2;7;3;6;-;59
"520030 ALEXANIA";-;-;-;-;-;-;1;-;-;2;-;-;-;3
"520055 ALTO HORIZONTE";-;-;-;1;-;-;-;-;2;1;1;1;-;6
"520060 ALTO PARAISO DE GOIAS";2;-;3;2;-;2;-;-;-;1;1;2;-;13
"520080 ALVORADA DO NORTE";2;-;-;-;-;1;1;-;-;-;2;-;-;6
"520082 AMARALINA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"520085 AMERICANO DO BRASIL";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"520090 AMORINOPOLIS";-;-;1;-;1;1;-;1;3;5;-;-;-;12
"520110 ANAPOLIS";35;30;40;37;41;45;44;54;86;77;101;98;8;696
"520130 ANICUNS";6;13;23;16;25;23;16;31;59;47;64;44;16;383
"520140 APARECIDA DE GOIANIA";371;425;441;430;580;530;584;560;516;537;328;21;11;5334
"520145 APARECIDA DO RIO DOCE";-;1;1;-;-;1;-;2;5;2;1;5;1;19
"520160 ARACU";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"520170 ARAGARCAS";-;-;-;-;1;1;1;-;1;2;4;-;-;10
"520180 ARAGOIANIA";-;1;-;1;1;1;-;2;-;-;-;-;-;6
"520215 ARAGUAPAZ";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"520260 AURILANDIA";-;-;-;-;-;-;1;-;1;1;-;-;-;3
"520310 BALIZA";-;1;4;1;-;2;2;3;-;3;2;-;-;18
"520320 BARRO ALTO";-;2;1;2;1;1;2;2;1;1;6;18;2;39
"520330 BELA VISTA DE GOIAS";-;3;-;-;1;1;1;5;2;-;-;-;-;13
"520340 BOM JARDIM DE GOIAS";10;15;7;29;13;28;25;10;10;27;24;23;1;222
"520350 BOM JESUS DE GOIAS";18;14;22;52;34;28;44;31;51;38;28;18;-;378
"520355 BONFINOPOLIS";-;-;-;-;1;1;2;-;1;3;1;-;-;9
"520357 BONOPOLIS";-;-;-;-;-;-;-;-;-;-;-;3;2;5
"520360 BRAZABRANTES";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"520380 BRITANIA";2;14;5;6;9;21;21;21;16;39;23;14;4;195
"520390 BURITI ALEGRE";-;1;-;6;4;1;8;8;8;3;-;-;-;39
"520393 BURITI DE GOIAS";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"520396 BURITINOPOLIS";-;-;-;-;-;1;-;2;-;-;-;-;-;3
"520400 CABECEIRAS";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"520410 CACHOEIRA ALTA";-;-;1;-;-;2;5;1;-;1;2;-;-;12
"520420 CACHOEIRA DE GOIAS";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"520425 CACHOEIRA DOURADA";-;-;1;-;-;1;1;-;-;1;1;-;-;5
"520430 CACU";-;1;3;4;3;-;1;-;2;-;3;1;-;18
"520440 CAIAPONIA";-;5;2;5;5;6;7;8;13;12;4;3;-;70
"520450 CALDAS NOVAS";5;17;17;22;21;41;26;15;9;3;12;41;6;235
"520455 CALDAZINHA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"520460 CAMPESTRE DE GOIAS";-;1;1;-;-;1;1;1;-;-;-;-;-;5
"520465 CAMPINACU";1;-;2;-;-;-;-;-;2;-;-;-;-;5
"520470 CAMPINORTE";-;-;-;1;-;-;-;-;-;-;1;-;-;2
"520480 CAMPO ALEGRE DE GOIAS";2;3;8;3;9;4;6;2;-;6;4;4;-;51
"520490 CAMPOS BELOS";1;-;-;-;-;1;-;1;-;-;2;-;-;5
"520495 CAMPOS VERDES";1;-;1;-;-;-;-;2;-;1;-;-;-;5
"520500 CARMO DO RIO VERDE";-;-;-;1;3;-;-;-;-;2;-;1;-;7
"520505 CASTELANDIA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"520510 CATALAO";36;20;27;31;33;29;23;21;28;31;27;10;-;316
"520520 CATURAI";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"520530 CAVALCANTE";1;-;-;-;2;-;-;-;2;2;-;1;-;8
"520540 CERES";8;2;3;1;9;5;10;8;4;6;-;1;-;57
"520545 CEZARINA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"520547 CHAPADAO DO CEU";-;-;-;-;-;-;-;-;-;2;1;-;-;3
"520549 CIDADE OCIDENTAL";2;1;1;4;3;4;-;2;1;-;-;1;2;21
"520551 COCALZINHO DE GOIAS";-;-;1;-;-;-;1;-;2;4;2;-;-;10
"520552 COLINAS DO SUL";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"520570 CORREGO DO OURO";-;-;-;-;-;3;3;-;4;8;6;7;1;32
"520580 CORUMBA DE GOIAS";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"520590 CORUMBAIBA";5;11;10;7;1;1;2;2;1;1;1;-;-;42
"520620 CRISTALINA";-;1;1;3;1;1;4;3;4;4;2;-;-;24
"520630 CRISTIANOPOLIS";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"520640 CRIXAS";3;-;2;1;4;3;5;8;3;1;2;1;-;33
"520650 CROMINIA";-;2;1;-;-;-;-;-;-;1;-;-;-;4
"520660 CUMARI";-;-;-;-;-;1;6;2;2;1;-;-;-;12
"520670 DAMIANOPOLIS";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"520680 DAMOLANDIA";-;-;-;-;3;1;4;1;1;1;2;5;-;18
"520725 DOVERLANDIA";7;20;7;17;7;6;3;9;7;1;2;-;-;86
"520735 EDEALINA";-;-;-;-;-;-;-;-;2;1;1;1;-;5
"520740 EDEIA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"520750 ESTRELA DO NORTE";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"520753 FAINA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"520780 FIRMINOPOLIS";1;1;4;1;1;-;1;1;4;-;1;-;-;15
"520790 FLORES DE GOIAS";-;-;-;-;1;-;1;-;-;1;-;-;-;3
"520800 FORMOSA";4;13;16;17;21;21;7;17;10;17;20;12;11;186
"520810 FORMOSO";10;9;7;6;10;5;13;6;7;12;5;2;-;92
"520815 GAMELEIRA DE GOIAS";4;1;1;3;3;-;-;4;3;-;1;-;-;20
"520830 DIVINOPOLIS DE GOIAS";-;1;1;4;2;3;1;-;-;-;-;-;-;12
"520840 GOIANAPOLIS";-;-;-;1;-;-;1;1;-;-;-;-;-;3
"520850 GOIANDIRA";-;1;-;-;1;2;1;2;3;-;2;-;-;12
"520860 GOIANESIA";3;2;4;5;1;-;2;3;3;-;3;-;-;26
"520870 GOIANIA";481;518;716;779;892;908;1009;988;985;1062;935;561;168;10002
"520880 GOIANIRA";9;20;27;35;46;41;37;38;14;9;3;1;-;280
"520890 GOIAS";3;-;-;-;-;-;-;-;-;-;-;-;1;4
"520910 GOIATUBA";1;-;3;1;6;8;7;4;7;10;7;3;-;57
"520915 GOUVELANDIA";-;-;-;1;1;3;1;1;4;3;3;-;-;17
"520920 GUAPO";-;-;-;1;-;-;2;-;1;-;-;1;-;5
"520945 GUARINOS";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"520960 HEITORAI";1;2;1;-;1;4;-;1;1;-;1;-;-;12
"520970 HIDROLANDIA";6;7;6;3;11;15;7;9;10;12;1;-;-;87
"520990 IACIARA";-;2;5;3;4;5;2;1;-;-;-;-;-;22
"520993 INACIOLANDIA";-;-;1;1;2;13;5;14;26;4;14;20;1;101
"520995 INDIARA";3;-;1;5;8;2;6;5;8;4;8;10;-;60
"521000 INHUMAS";10;44;50;38;69;59;61;70;64;118;89;70;6;748
"521010 IPAMERI";-;-;1;-;-;1;-;1;-;1;3;-;-;7
"521020 IPORA";12;12;19;11;8;10;8;4;7;1;7;3;-;102
"521030 ISRAELANDIA";-;-;-;-;1;-;-;-;2;-;-;1;-;4
"521040 ITABERAI";-;-;1;-;1;-;-;1;-;1;-;-;-;4
"521056 ITAGUARI";-;-;2;3;-;-;-;-;-;-;-;-;-;5
"521060 ITAGUARU";-;-;-;1;-;-;-;1;2;-;1;-;-;5
"521090 ITAPACI";1;1;2;1;5;4;8;3;2;-;-;-;-;27
"521100 ITAPIRAPUA";33;27;35;34;38;-;-;7;-;-;-;-;-;174
"521120 ITAPURANGA";-;-;1;-;1;-;-;-;-;2;-;-;-;4
"521130 ITARUMA";-;-;-;-;-;1;-;1;1;-;-;-;-;3
"521140 ITAUCU";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"521150 ITUMBIARA";43;55;89;111;119;191;413;371;338;482;398;227;14;2851
"521160 IVOLANDIA";-;2;1;1;-;-;1;-;-;-;-;-;-;5
"521180 JARAGUA";-;-;-;-;-;-;-;-;2;-;-;4;1;7
"521190 JATAI";91;105;161;197;258;256;285;287;393;462;374;84;-;2953
"521200 JAUPACI";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"521205 JESUPOLIS";-;-;-;1;-;1;4;1;4;5;-;-;-;16
"521210 JOVIANIA";-;-;-;-;-;-;-;1;-;-;-;-;1;2
"521220 JUSSARA";32;79;81;65;49;36;30;16;20;10;5;3;-;426
"521225 LAGOA SANTA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"521230 LEOPOLDO DE BULHOES";-;-;-;-;1;-;-;1;1;-;1;-;-;4
"521250 LUZIANIA";24;25;34;29;26;27;39;23;33;27;39;16;6;348
"521260 MAIRIPOTABA";1;-;-;1;-;-;-;-;-;-;-;-;-;2
"521270 MAMBAI";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"521290 MARZAGAO";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"521295 MATRINCHA";2;1;-;-;-;-;1;-;-;3;4;2;-;13
"521300 MAURILANDIA";-;1;-;-;-;-;-;-;2;3;11;4;1;22
"521305 MIMOSO DE GOIAS";-;1;-;-;1;-;-;1;-;1;-;-;-;4
"521308 MINACU";-;-;-;3;1;-;1;8;3;-;2;3;-;21
"521310 MINEIROS";16;17;20;11;17;20;23;22;63;73;101;50;1;434
"521340 MOIPORA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"521350 MONTE ALEGRE DE GOIAS";1;1;2;4;5;3;5;4;2;4;2;-;-;33
"521370 MONTES CLAROS DE GOIAS";2;1;3;4;1;3;8;1;3;-;4;2;2;34
"521375 MONTIVIDIU";-;-;-;1;1;-;-;1;1;1;1;2;1;9
"521377 MONTIVIDIU DO NORTE";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"521380 MORRINHOS";1;4;4;1;2;2;8;5;14;1;3;1;-;46
"521385 MORRO AGUDO DE GOIAS";-;1;-;-;-;-;-;-;1;-;-;1;-;3
"521390 MOSSAMEDES";2;2;1;2;2;2;-;2;1;2;5;-;-;21
"521400 MOZARLANDIA";1;1;-;2;6;2;3;1;3;-;-;1;-;20
"521405 MUNDO NOVO";-;-;-;-;-;1;-;2;2;5;4;3;-;17
"521410 MUTUNOPOLIS";-;-;-;-;-;-;-;-;-;1;-;1;-;2
"521440 NAZARIO";-;-;-;1;1;-;-;-;1;-;1;-;-;4
"521450 NEROPOLIS";1;3;7;5;3;14;4;5;10;6;3;-;-;61
"521460 NIQUELANDIA";-;2;-;-;1;1;-;-;-;-;-;-;-;4
"521470 NOVA AMERICA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"521480 NOVA AURORA";3;1;1;1;1;3;1;2;4;-;-;-;-;17
"521486 NOVA GLORIA";-;1;-;2;-;-;1;2;1;6;2;3;-;18
"521487 NOVA IGUACU DE GOIAS";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"521490 NOVA ROMA";10;11;7;7;3;3;1;-;1;-;-;-;-;43
"521500 NOVA VENEZA";-;-;-;1;1;3;2;1;2;-;-;-;-;10
"521520 NOVO BRASIL";1;2;1;-;-;1;2;-;1;1;1;-;-;10
"521523 NOVO GAMA";1;3;-;-;4;-;9;2;5;2;4;-;-;30
"521530 ORIZONA";-;-;-;-;-;1;-;-;1;-;3;-;2;7
"521550 OUVIDOR";-;-;1;1;1;1;3;-;-;-;-;-;-;7
"521560 PADRE BERNARDO";2;1;1;1;2;-;-;1;-;1;1;-;-;10
"521570 PALMEIRAS DE GOIAS";-;2;2;2;2;1;6;7;14;4;7;9;-;56
"521580 PALMELO";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"521590 PALMINOPOLIS";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"521600 PANAMA";-;-;-;1;-;-;-;-;1;-;1;-;-;3
"521630 PARANAIGUARA";1;-;-;-;-;-;-;-;-;2;-;-;-;3
"521640 PARAUNA";1;1;4;2;2;3;-;11;32;32;21;2;-;111
"521645 PEROLANDIA";-;-;-;-;-;-;1;1;-;1;-;-;-;3
"521680 PETROLINA DE GOIAS";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"521710 PIRACANJUBA";-;-;-;-;-;1;-;1;-;-;1;-;-;3
"521720 PIRANHAS";6;2;6;4;8;5;1;3;1;-;-;-;-;36
"521730 PIRENOPOLIS";9;17;7;7;8;6;10;16;8;4;10;7;1;110
"521740 PIRES DO RIO";-;-;-;1;-;-;1;4;1;-;1;3;-;11
"521760 PLANALTINA";2;-;-;5;6;4;6;7;12;10;11;2;-;65
"521770 PONTALINA";4;1;3;2;-;1;-;1;1;-;-;-;-;13
"521800 PORANGATU";4;2;1;-;4;3;4;2;5;8;3;4;-;40
"521805 PORTEIRAO";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"521810 PORTELANDIA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"521830 POSSE";1;-;1;-;1;-;1;1;1;-;5;1;-;12
"521839 PROFESSOR JAMIL";1;-;-;-;-;-;-;-;1;-;-;-;-;2
"521850 QUIRINOPOLIS";-;1;3;1;3;1;1;3;28;30;5;3;-;79
"521860 RIALMA";5;1;5;8;25;12;9;17;14;23;25;23;3;170
"521870 RIANAPOLIS";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"521878 RIO QUENTE";-;-;1;1;-;-;1;-;-;-;-;-;-;3
"521880 RIO VERDE";86;139;139;130;189;206;203;224;303;343;317;275;30;2584
"521890 RUBIATABA";3;4;3;2;2;2;-;1;3;3;2;5;-;30
"521900 SANCLERLANDIA";-;6;8;3;8;8;3;3;2;-;-;-;-;41
"521910 SANTA BARBARA DE GOIAS";3;3;2;4;3;6;5;2;1;-;1;-;-;30
"521920 SANTA CRUZ DE GOIAS";-;-;-;-;-;-;-;-;1;4;-;-;-;5
"521925 SANTA FE DE GOIAS";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"521930 SANTA HELENA DE GOIAS";-;1;-;1;-;-;-;-;4;2;3;1;-;12
"521940 SANTA RITA DO ARAGUAIA";-;-;-;-;-;-;-;-;-;1;2;-;-;3
"521950 SANTA ROSA DE GOIAS";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"521960 SANTA TEREZA DE GOIAS";-;-;-;-;-;-;-;-;1;-;-;-;-;1
